Feature,Importance_Mean,Importance_STD
surface_area,4.306056295626091,0.1942529214232529
overall_height,3.7506980654275934,0.1819283651749444
glazing_area,2.163569537527752,0.13322310962444192
wall_area,1.618492766605464,0.13919189081413608
relative_compactness,1.346027440058375,0.09102505357621654
glazing_area_distribution,1.2343468521101524,0.10853346301209928
orientation,1.1704639840606652,0.11517350932861248
roof_area,0.8415171009673618,0.07313735739881794
