Feature,Importance_Mean,Importance_STD
roof_area,3.9850880553664494,0.20020892492911732
overall_height,3.9361588636935325,0.19051407342441534
glazing_area,3.793692783774624,0.1936570079669817
relative_compactness,3.5346426548348484,0.1634612414693678
surface_area,1.5893285137738127,0.07752593602131787
wall_area,1.5764944445944866,0.09350706366412845
glazing_area_distribution,0.20031011318123979,0.024146244056765836
orientation,0.12333886313356557,0.023062171737876544
