Target,Model,Train_R2,Test_R2,Test_Adjusted_R2,Test_RMSE,Test_MAE,Train_Test_R2_Gap
Cooling Load,Regularized ANN,-5.874655723571777,-6.140565395355225,-6.859759032297477,25.722072233783965,23.818805694580078,0.26590967178344727
Heating Load,Simple ANN,0.9988540410995483,0.9966331124305725,0.9962940014523568,0.5924018562493228,0.4323415458202362,0.00222092866897583
